timestamp,price,volume
1760169600000,0.6724,21224217.5
1760173200000,0.6668,14817353.7
1760176800000,0.6681,10815016.1
1760180400000,0.6662,14155893.5
1760184000000,0.653,11086170.8
1760187600000,0.6531,14753064.2
1760191200000,0.6519,6787156.2
1760194800000,0.6548,6661161.5
1760198400000,0.6513,7251314.3
1760202000000,0.6567,9067191.2
1760205600000,0.6512,5515394.7
1760209200000,0.6315,16634403.3
1760212800000,0.6211,15181091.6
1760212980000,0.6303,153063.5
1760213040000,0.6283,62968.0
1760213100000,0.6279,113538.4
1760213160000,0.6295,181046.8
1760213220000,0.6285,194490.5
1760213280000,0.6309,179674.9
1760213340000,0.6305,133891.2
1760213400000,0.6299,78663.8
1760213460000,0.629,247621.8
1760213520000,0.6284,181066.7
1760213580000,0.6295,76218.9
1760213640000,0.6293,112925.6
1760213700000,0.63,478697.1
1760213760000,0.6293,113200.0
1760213820000,0.6305,117438.3
1760213880000,0.6299,312291.9
1760213940000,0.6292,207337.9
1760214000000,0.6315,89842.7
1760214060000,0.6291,141042.6
1760214120000,0.629,184378.7
1760214180000,0.6283,158945.7
1760214240000,0.6289,146370.8
1760214300000,0.6282,120693.6
1760214360000,0.6261,110876.2
1760214420000,0.6246,891451.2
1760214480000,0.6253,593950.4
1760214540000,0.6266,154878.5
1760214600000,0.6244,419130.4
1760214660000,0.6233,328266.5
1760214720000,0.6227,298830.5
1760214780000,0.6214,955929.7
1760214840000,0.6226,409250.2
1760214900000,0.6218,328429.5
1760214960000,0.6196,458163.3
1760215020000,0.6201,570931.7
1760215080000,0.6207,339838.8
1760215140000,0.6212,165479.8
1760215200000,0.6216,243900.3
1760215260000,0.6226,127297.0
1760215320000,0.6202,173072.4
1760215380000,0.6208,84445.5
1760215440000,0.6205,185497.8
1760215500000,0.6218,102134.6
1760215560000,0.6258,534618.2
1760215620000,0.6246,397382.1
1760215680000,0.6223,195086.0
1760215740000,0.6223,70475.3
1760215800000,0.623,204744.9
1760215860000,0.6223,377624.8
1760215920000,0.6216,320997.7
1760215980000,0.6222,218158.5
1760216040000,0.6214,300728.7
1760216100000,0.6207,103426.0
1760216160000,0.6173,491337.7
1760216220000,0.6192,276124.8
1760216280000,0.6208,257182.0
1760216340000,0.6211,240508.4
1760216400000,0.6308,22739880.0
1760216460000,0.6196,263848.0
1760216520000,0.619,109264.6
1760216580000,0.6173,1467441.0
1760216640000,0.6157,356952.7
1760216700000,0.6127,1007036.6
1760216760000,0.6108,2087101.8
1760216820000,0.6111,435884.9
1760216880000,0.6105,562836.3
1760216940000,0.6097,441992.5
1760217000000,0.6121,2342027.8
1760217060000,0.6136,208563.6
1760217120000,0.6152,100173.0
1760217180000,0.6154,3110430.2
1760217240000,0.6161,1266828.3
1760217300000,0.6182,538712.1
1760217360000,0.6216,532925.1
1760217420000,0.6221,436650.5
1760217480000,0.6221,443568.1
1760217540000,0.6209,224001.5
1760217600000,0.6226,335312.6
1760217660000,0.6226,177976.7
1760217720000,0.6288,637360.2
1760217780000,0.6291,606376.6
1760217840000,0.6321,520807.1
1760217900000,0.6302,448285.9
1760217960000,0.6302,185576.0
1760218020000,0.6276,205277.8
1760218080000,0.627,256218.2
1760218140000,0.6266,127839.0
1760218200000,0.6251,184081.4
1760218260000,0.6232,322728.6
1760218320000,0.6241,147878.3
1760218380000,0.6233,108665.2
1760218440000,0.6245,92389.6
1760218500000,0.625,75016.3
1760218560000,0.6287,187536.9
1760218620000,0.6272,224980.3
1760218680000,0.6288,115446.5
1760218740000,0.6275,93007.7
1760218800000,0.6264,103415.1
1760218860000,0.6262,181525.0
1760218920000,0.6257,155043.6
