timestamp,cash,portfolio_value,positions,equity
2025-11-06 07:00:00.000,40630.53593290311,52790.582706411464,1,52790.582706411464
2025-11-06 08:00:00.000,35387.90209814421,52347.81662265506,1,52347.81662265506
2025-11-06 09:00:00.000,35387.90209814421,52840.968797516325,1,52840.968797516325
2025-11-06 10:00:00.000,35387.90209814421,52611.69562160826,1,52611.69562160826
2025-11-06 11:00:00.000,35387.90209814421,53324.98994665558,1,53324.98994665558
2025-11-06 12:00:00.000,35387.90209814421,53384.43114040952,1,53384.43114040952
2025-11-06 13:00:00.000,42193.605512829694,54821.453135274496,1,54821.453135274496
2025-11-06 14:00:00.000,36710.08973738465,54753.02821213217,1,54753.02821213217
2025-11-06 15:00:00.000,36710.08973738465,54149.71407997123,1,54149.71407997123
2025-11-06 16:00:00.000,36710.08973738465,54605.25613210282,1,54605.25613210282
2025-11-06 17:00:00.000,42842.29913954019,55664.290025453214,1,55664.290025453214
2025-11-06 18:00:00.000,37319.77842134732,55142.493441766084,1,55142.493441766084
2025-11-06 19:00:00.000,37319.77842134732,55183.092184596724,1,55183.092184596724
2025-11-06 20:00:00.000,42103.42619666017,54704.28464267778,1,54704.28464267778
2025-11-06 21:00:00.000,36639.89925125455,54553.43929511354,1,54553.43929511354
2025-11-06 22:00:00.000,36639.89925125455,54403.57459476389,1,54403.57459476389
2025-11-06 23:00:00.000,36639.89925125455,54588.02810848882,1,54588.02810848882
2025-11-07 00:00:00.000,36639.89925125455,54245.853474332434,1,54245.853474332434
2025-11-07 01:00:00.000,36639.89925125455,54235.16051701504,1,54235.16051701504
2025-11-07 02:00:00.000,36639.89925125455,54799.21401550721,1,54799.21401550721
2025-11-07 03:00:00.000,43104.650695295895,56005.15905866381,1,56005.15905866381
2025-11-07 04:00:00.000,30250.308503688895,55804.73720552651,2,55804.73720552651
2025-11-07 05:00:00.000,38554.47942410093,56997.09481980052,1,56997.09481980052
2025-11-07 06:00:00.000,38554.47942410093,57535.369884724845,1,57535.369884724845
2025-11-07 07:00:00.000,38554.47942410093,57790.554711660254,1,57790.554711660254
2025-11-07 08:00:00.000,38554.47942410093,57073.60686455602,1,57073.60686455602
2025-11-07 09:00:00.000,38554.47942410093,56933.862792662825,1,56933.862792662825
2025-11-07 10:00:00.000,38554.47942410093,56715.1329410039,1,56715.1329410039
2025-11-07 11:00:00.000,43326.61642390904,56293.55545524819,1,56293.55545524819
2025-11-07 12:00:00.000,37722.24795538798,55959.74506760922,1,55959.74506760922
2025-11-07 13:00:00.000,37722.24795538798,56385.833760679554,1,56385.833760679554
2025-11-07 14:00:00.000,37722.24795538798,56590.29618648213,1,56590.29618648213
2025-11-07 15:00:00.000,44392.52342387597,57678.47077440668,1,57678.47077440668
2025-11-07 16:00:00.000,38615.46901254758,57684.01808615469,1,57684.01808615469
2025-11-07 17:00:00.000,38615.46901254758,58101.08110340431,1,58101.08110340431
2025-11-07 18:00:00.000,38615.46901254758,58003.7746759843,1,58003.7746759843
2025-11-07 19:00:00.000,38615.46901254758,57955.1214622743,1,57955.1214622743
2025-11-07 20:00:00.000,38615.46901254758,58192.305879110565,1,58192.305879110565
2025-11-07 20:15:00.000,38615.46901254758,58192.305879110565,1,58192.305879110565
2025-11-07 20:30:00.000,38615.46901254758,58192.305879110565,1,58192.305879110565
2025-11-07 20:45:00.000,38615.46901254758,58192.305879110565,1,58192.305879110565
2025-11-07 21:00:00.000,25169.135972903743,58374.75543052308,2,58374.75543052308
2025-11-07 21:15:00.000,19324.9211664928,58354.61613989955,2,58354.61613989955
2025-11-07 21:30:00.000,19324.9211664928,58345.862947478556,2,58345.862947478556
2025-11-07 21:45:00.000,5885.243365855851,58345.862947478556,3,58345.862947478556
2025-11-07 22:00:00.000,580.5792580416792,58068.90546036021,3,58068.90546036021
2025-11-07 22:15:00.000,580.5792580416792,58121.7744697988,3,58121.7744697988
2025-11-07 22:30:00.000,580.5792580416792,58070.5626062346,3,58070.5626062346
2025-11-07 22:45:00.000,580.5792580416792,58076.964089180125,3,58076.964089180125
2025-11-07 23:00:00.000,580.5792580416792,57028.8317378448,3,57028.8317378448
2025-11-07 23:15:00.000,580.5792580416792,57038.43396226309,3,57038.43396226309
2025-11-07 23:30:00.000,580.5792580416792,57064.039894045185,3,57064.039894045185
2025-11-07 23:45:00.000,580.5792580416792,57028.8317378448,3,57028.8317378448
2025-11-08 00:00:00.000,580.5792580416792,56732.56747805615,3,56732.56747805615
2025-11-08 00:15:00.000,580.5792580416792,56633.34449240051,3,56633.34449240051
2025-11-08 00:30:00.000,580.5792580416792,56668.552648600904,3,56668.552648600904
2025-11-08 00:45:00.000,580.5792580416792,56508.51557496276,3,56508.51557496276
2025-11-08 01:00:00.000,580.5792580416792,57563.41427009912,3,57563.41427009912
2025-11-08 01:15:00.000,580.5792580416792,57521.80463095321,3,57521.80463095321
2025-11-08 01:30:00.000,580.5792580416792,57563.41427009912,3,57563.41427009912
2025-11-08 01:45:00.000,580.5792580416792,57563.41427009912,3,57563.41427009912
2025-11-08 02:00:00.000,580.5792580416792,57737.338074032625,3,57737.338074032625
2025-11-08 02:15:00.000,580.5792580416792,57820.55735232446,3,57820.55735232446
2025-11-08 02:30:00.000,580.5792580416792,57938.98478681668,3,57938.98478681668
2025-11-08 02:45:00.000,580.5792580416792,57737.338074032625,3,57737.338074032625
2025-11-08 03:00:00.000,580.5792580416792,57001.26112524189,3,57001.26112524189
2025-11-08 03:15:00.000,580.5792580416792,57276.524891899484,3,57276.524891899484
2025-11-08 03:30:00.000,580.5792580416792,57097.283369424775,3,57097.283369424775
2025-11-08 03:45:00.000,580.5792580416792,57001.26112524189,3,57001.26112524189
2025-11-08 04:00:00.000,580.5792580416792,57175.335460074435,3,57175.335460074435
2025-11-08 04:15:00.000,580.5792580416792,57104.91914767366,3,57104.91914767366
2025-11-08 04:30:00.000,580.5792580416792,57248.95251394798,3,57248.95251394798
2025-11-08 04:45:00.000,580.5792580416792,57175.335460074435,3,57175.335460074435
2025-11-08 05:00:00.000,6001.988923396495,56545.94481055815,3,56545.94481055815
2025-11-08 05:15:00.000,592.0962072930643,56539.23942548956,3,56539.23942548956
2025-11-08 05:30:00.000,592.0962072930643,56364.698183859306,3,56364.698183859306
2025-11-08 05:45:00.000,592.0962072930643,56259.07371525813,3,56259.07371525813
2025-11-08 06:00:00.000,592.0962072930643,56146.15931283671,3,56146.15931283671
2025-11-08 06:15:00.000,592.0962072930643,56162.16302020052,3,56162.16302020052
2025-11-08 06:30:00.000,592.0962072930643,56258.1852643834,3,56258.1852643834
2025-11-08 06:45:00.000,592.0962072930643,56210.17414229196,3,56210.17414229196
2025-11-08 07:00:00.000,592.0962072930643,56600.84419372402,3,56600.84419372402
2025-11-08 07:15:00.000,592.0962072930643,56424.80341272207,3,56424.80341272207
2025-11-08 07:30:00.000,592.0962072930643,56498.42046659561,3,56498.42046659561
2025-11-08 07:45:00.000,592.0962072930643,56600.84419372402,3,56600.84419372402
2025-11-08 08:00:00.000,592.0962072930643,56868.686240530835,3,56868.686240530835
2025-11-08 08:15:00.000,592.0962072930643,56827.07660138492,3,56827.07660138492
2025-11-08 08:30:00.000,592.0962072930643,56916.697362622275,3,56916.697362622275
2025-11-08 08:45:00.000,592.0962072930643,56868.686240530835,3,56868.686240530835
2025-11-08 09:00:00.000,592.0962072930643,56350.30092011941,3,56350.30092011941
2025-11-08 09:15:00.000,592.0962072930643,56481.531320502676,3,56481.531320502676
2025-11-08 09:30:00.000,592.0962072930643,56395.11130073808,3,56395.11130073808
2025-11-08 09:45:00.000,592.0962072930643,56350.30092011941,3,56350.30092011941
2025-11-08 10:00:00.000,592.0962072930643,56771.96116151945,3,56771.96116151945
2025-11-08 10:15:00.000,592.0962072930643,56842.377473920234,3,56842.377473920234
2025-11-08 10:30:00.000,592.0962072930643,56800.76783477431,3,56800.76783477431
2025-11-08 10:45:00.000,592.0962072930643,56858.38118128405,3,56858.38118128405
2025-11-08 11:00:00.000,592.0962072930643,56755.95444201002,3,56755.95444201002
2025-11-08 11:15:00.000,592.0962072930643,56893.586325338816,3,56893.586325338816
2025-11-08 11:30:00.000,592.0962072930643,56743.15147611897,3,56743.15147611897
2025-11-08 11:45:00.000,592.0962072930643,56755.95444201002,3,56755.95444201002
2025-11-08 12:00:00.000,592.0962072930643,56825.65402483543,3,56825.65402483543
2025-11-08 12:15:00.000,592.0962072930643,56915.27478607278,3,56915.27478607278
2025-11-08 12:30:00.000,592.0962072930643,56851.25995661753,3,56851.25995661753
2025-11-08 12:45:00.000,592.0962072930643,56940.88071785488,3,56940.88071785488
2025-11-08 13:00:00.000,592.0962072930643,55633.93455741527,3,55633.93455741527
2025-11-08 13:15:00.000,592.0962072930643,55841.98275314485,3,55841.98275314485
2025-11-08 13:30:00.000,592.0962072930643,55793.97163105341,3,55793.97163105341
2025-11-08 13:45:00.000,592.0962072930643,55633.93455741527,3,55633.93455741527
2025-11-08 14:00:00.000,592.0962072930643,55794.96076040691,3,55794.96076040691
2025-11-08 14:15:00.000,592.0962072930643,55724.54444800612,3,55724.54444800612
2025-11-08 14:30:00.000,592.0962072930643,55823.76743366177,3,55823.76743366177
2025-11-08 14:45:00.000,592.0962072930643,55794.96076040691,3,55794.96076040691
2025-11-08 15:00:00.000,18406.267777018827,54915.473152382256,2,54915.473152382256
2025-11-08 15:15:00.000,18406.267777018827,54915.473152382256,2,54915.473152382256
2025-11-08 15:30:00.000,18406.267777018827,54915.473152382256,2,54915.473152382256
2025-11-08 15:45:00.000,18406.267777018827,54915.473152382256,2,54915.473152382256
2025-11-08 16:00:00.000,18406.267777018827,55072.88296250062,2,55072.88296250062
2025-11-08 16:15:00.000,18406.267777018827,55072.88296250062,2,55072.88296250062
2025-11-08 16:30:00.000,18406.267777018827,55072.88296250062,2,55072.88296250062
2025-11-08 16:45:00.000,18406.267777018827,55072.88296250062,2,55072.88296250062
2025-11-08 17:00:00.000,18406.267777018827,55280.785477452795,2,55280.785477452795
2025-11-08 17:15:00.000,18406.267777018827,55280.785477452795,2,55280.785477452795
2025-11-08 17:30:00.000,18406.267777018827,55280.785477452795,2,55280.785477452795
2025-11-08 17:45:00.000,18406.267777018827,55280.785477452795,2,55280.785477452795
2025-11-08 18:00:00.000,18406.267777018827,55501.97765251712,2,55501.97765251712
2025-11-08 18:15:00.000,18406.267777018827,55501.97765251712,2,55501.97765251712
2025-11-08 18:30:00.000,18406.267777018827,55501.97765251712,2,55501.97765251712
2025-11-08 18:45:00.000,18406.267777018827,55501.97765251712,2,55501.97765251712
2025-11-08 19:00:00.000,18406.267777018827,55274.70382573904,2,55274.70382573904
2025-11-08 19:15:00.000,18406.267777018827,55274.70382573904,2,55274.70382573904
2025-11-08 19:30:00.000,18406.267777018827,55274.70382573904,2,55274.70382573904
2025-11-08 19:45:00.000,18406.267777018827,55274.70382573904,2,55274.70382573904
2025-11-08 20:00:00.000,18406.267777018827,55368.89444925377,2,55368.89444925377
2025-11-08 20:15:00.000,18406.267777018827,55368.89444925377,2,55368.89444925377
2025-11-08 20:30:00.000,18406.267777018827,55368.89444925377,2,55368.89444925377
2025-11-08 20:45:00.000,18406.267777018827,55368.89444925377,2,55368.89444925377
2025-11-08 21:00:00.000,18406.267777018827,55501.414474174795,2,55501.414474174795
2025-11-08 21:15:00.000,18406.267777018827,55501.414474174795,2,55501.414474174795
2025-11-08 21:30:00.000,18406.267777018827,55501.414474174795,2,55501.414474174795
2025-11-08 21:45:00.000,18406.267777018827,55501.414474174795,2,55501.414474174795
2025-11-08 22:00:00.000,18406.267777018827,55454.03757324627,2,55454.03757324627
2025-11-08 22:15:00.000,18406.267777018827,55454.03757324627,2,55454.03757324627
2025-11-08 22:30:00.000,18406.267777018827,55454.03757324627,2,55454.03757324627
2025-11-08 22:45:00.000,18406.267777018827,55454.03757324627,2,55454.03757324627
2025-11-08 23:00:00.000,18406.267777018827,55511.73828647849,2,55511.73828647849
2025-11-08 23:15:00.000,18406.267777018827,55511.73828647849,2,55511.73828647849
2025-11-08 23:30:00.000,18406.267777018827,55511.73828647849,2,55511.73828647849
2025-11-08 23:45:00.000,18406.267777018827,55511.73828647849,2,55511.73828647849
2025-11-09 00:00:00.000,18406.267777018827,55021.26390098216,2,55021.26390098216
2025-11-09 00:15:00.000,18406.267777018827,55021.26390098216,2,55021.26390098216
2025-11-09 00:30:00.000,18406.267777018827,55021.26390098216,2,55021.26390098216
2025-11-09 00:45:00.000,18406.267777018827,55021.26390098216,2,55021.26390098216
2025-11-09 01:00:00.000,18406.267777018827,55238.36387155336,2,55238.36387155336
2025-11-09 01:15:00.000,18406.267777018827,55238.36387155336,2,55238.36387155336
2025-11-09 01:30:00.000,18406.267777018827,55238.36387155336,2,55238.36387155336
2025-11-09 01:45:00.000,18406.267777018827,55238.36387155336,2,55238.36387155336
2025-11-09 02:00:00.000,36514.549959307325,54292.154746267246,1,54292.154746267246
2025-11-09 02:15:00.000,36514.549959307325,54292.154746267246,1,54292.154746267246
2025-11-09 02:30:00.000,36514.549959307325,54292.154746267246,1,54292.154746267246
2025-11-09 02:45:00.000,36514.549959307325,54292.154746267246,1,54292.154746267246
2025-11-09 03:00:00.000,24027.64788263915,54209.564247837705,2,54209.564247837705
2025-11-09 03:15:00.000,18600.433058529703,54190.861948172205,2,54190.861948172205
2025-11-09 03:30:00.000,18600.433058529703,54182.73331887997,2,54182.73331887997
2025-11-09 03:45:00.000,18600.433058529703,54182.73331887997,2,54182.73331887997
2025-11-09 04:00:00.000,6105.887813058473,54242.74564445172,3,54242.74564445172
2025-11-09 04:15:00.000,675.3510185534524,54224.03189720439,3,54224.03189720439
2025-11-09 04:30:00.000,675.3510185534524,54215.89829241981,3,54215.89829241981
2025-11-09 04:45:00.000,675.3510185534524,54215.89829241981,3,54215.89829241981
2025-11-09 05:00:00.000,675.3510185534524,53893.5713905193,3,53893.5713905193
2025-11-09 05:15:00.000,675.3510185534524,53893.5713905193,3,53893.5713905193
2025-11-09 05:30:00.000,675.3510185534524,53893.5713905193,3,53893.5713905193
2025-11-09 05:45:00.000,675.3510185534524,53893.5713905193,3,53893.5713905193
2025-11-09 06:00:00.000,5336.907341775346,53405.1660237935,3,53405.1660237935
2025-11-09 06:15:00.000,526.4859092661372,53386.741241515294,3,53386.741241515294
2025-11-09 06:30:00.000,526.4859092661372,53379.5364166039,3,53379.5364166039
2025-11-09 06:45:00.000,526.4859092661372,53379.5364166039,3,53379.5364166039
2025-11-09 07:00:00.000,526.4859092661372,54154.01917438852,3,54154.01917438852
2025-11-09 07:15:00.000,526.4859092661372,54154.01917438852,3,54154.01917438852
2025-11-09 07:30:00.000,526.4859092661372,54154.01917438852,3,54154.01917438852
2025-11-09 07:45:00.000,526.4859092661372,54154.01917438852,3,54154.01917438852
2025-11-09 08:00:00.000,526.4859092661372,53677.42565216466,3,53677.42565216466
2025-11-09 08:15:00.000,526.4859092661372,53677.42565216466,3,53677.42565216466
2025-11-09 08:30:00.000,526.4859092661372,53677.42565216466,3,53677.42565216466
2025-11-09 08:45:00.000,526.4859092661372,53677.42565216466,3,53677.42565216466
2025-11-09 09:00:00.000,5879.965502431809,53105.23589072915,3,53105.23589072915
2025-11-09 09:15:00.000,580.058596814898,53086.91458434685,3,53086.91458434685
2025-11-09 09:30:00.000,580.058596814898,53078.976630918565,3,53078.976630918565
2025-11-09 09:45:00.000,580.058596814898,53078.976630918565,3,53078.976630918565
2025-11-09 10:00:00.000,580.058596814898,53619.896986499676,3,53619.896986499676
2025-11-09 10:15:00.000,580.058596814898,53619.896986499676,3,53619.896986499676
2025-11-09 10:30:00.000,580.058596814898,53619.896986499676,3,53619.896986499676
2025-11-09 10:45:00.000,580.058596814898,53619.896986499676,3,53619.896986499676
2025-11-09 11:00:00.000,13749.821386862699,54916.14913271446,2,54916.14913271446
2025-11-09 11:15:00.000,13749.821386862699,54907.91171034455,2,54907.91171034455
2025-11-09 11:30:00.000,13749.821386862699,54907.91171034455,2,54907.91171034455
2025-11-09 11:45:00.000,13749.821386862699,54907.91171034455,2,54907.91171034455
2025-11-09 12:00:00.000,13749.821386862699,54823.1668133668,2,54823.1668133668
2025-11-09 12:15:00.000,13749.821386862699,54823.1668133668,2,54823.1668133668
2025-11-09 12:30:00.000,13749.821386862699,54823.1668133668,2,54823.1668133668
2025-11-09 12:45:00.000,13749.821386862699,54823.1668133668,2,54823.1668133668
2025-11-09 13:00:00.000,13749.821386862699,55173.09637987764,2,55173.09637987764
2025-11-09 13:15:00.000,13749.821386862699,55173.09637987764,2,55173.09637987764
2025-11-09 13:30:00.000,13749.821386862699,55173.09637987764,2,55173.09637987764
2025-11-09 13:45:00.000,13749.821386862699,55173.09637987764,2,55173.09637987764
2025-11-09 14:00:00.000,13749.821386862699,56221.21537556121,2,56221.21537556121
2025-11-09 14:15:00.000,13749.821386862699,56221.21537556121,2,56221.21537556121
2025-11-09 14:30:00.000,13749.821386862699,56221.21537556121,2,56221.21537556121
2025-11-09 14:45:00.000,13749.821386862699,56221.21537556121,2,56221.21537556121
2025-11-09 15:00:00.000,43542.475598518555,56574.017707308536,1,56574.017707308536
2025-11-09 15:15:00.000,37873.74336160964,56602.418740977686,1,56602.418740977686
2025-11-09 15:30:00.000,37873.74336160964,56562.4466421656,1,56562.4466421656
2025-11-09 15:45:00.000,37873.74336160964,56525.2409541645,1,56525.2409541645
2025-11-09 16:00:00.000,37873.74336160964,56622.54813816739,1,56622.54813816739
2025-11-09 16:15:00.000,37873.74336160964,56759.92298617148,1,56759.92298617148
2025-11-09 16:30:00.000,37873.74336160964,56817.162506173176,1,56817.162506173176
2025-11-09 16:45:00.000,37873.74336160964,56802.85262617275,1,56802.85262617275
2025-11-09 17:00:00.000,37873.74336160964,56791.40472217242,1,56791.40472217242
2025-11-09 17:15:00.000,37873.74336160964,56842.92029017395,1,56842.92029017395
2025-11-09 17:30:00.000,37873.74336160964,56802.85262617275,1,56802.85262617275
2025-11-09 17:45:00.000,37873.74336160964,56791.40472217242,1,56791.40472217242
2025-11-09 18:00:00.000,37873.74336160964,56983.15711417812,1,56983.15711417812
2025-11-09 18:15:00.000,37873.74336160964,56963.12328217752,1,56963.12328217752
2025-11-09 18:30:00.000,37873.74336160964,56974.57118617787,1,56974.57118617787
2025-11-09 18:45:00.000,37873.74336160964,57080.46429818102,1,57080.46429818102
2025-11-09 19:00:00.000,37873.74336160964,57017.50082617914,1,57017.50082617914
2025-11-09 19:15:00.000,37873.74336160964,57146.28974618297,1,57146.28974618297
2025-11-09 19:27:42.356,37873.74336160964,57134.841842182635,1,57134.841842182635
2025-11-09 19:29:07.663,37873.74336160964,57131.97986618255,1,57131.97986618255
2025-11-09 19:30:00.000,37873.74336160964,57063.29244218051,1,57063.29244218051
2025-11-09 19:31:42.638,37873.74336160964,57117.669986182125,1,57117.669986182125
2025-11-09 19:32:04.951,37873.74336160964,57097.63615418153,1,57097.63615418153
2025-11-09 19:32:58.586,37873.74336160964,57106.222082181775,1,57106.222082181775
2025-11-09 19:33:51.442,37873.74336160964,57126.25591418237,1,57126.25591418237
2025-11-09 19:35:36.506,37873.74336160964,57094.77417818144,1,57094.77417818144
2025-11-09 19:36:00.293,37873.74336160964,57077.60232218093,1,57077.60232218093
2025-11-09 19:36:47.146,37873.74336160964,57097.63615418153,1,57097.63615418153
2025-11-09 19:37:06.398,37873.74336160964,57103.360106181695,1,57103.360106181695
2025-11-09 19:37:43.412,37873.74336160964,57094.77417818144,1,57094.77417818144
2025-11-09 19:38:00.436,37873.74336160964,57089.05022618127,1,57089.05022618127
2025-11-09 19:40:09.496,24968.675250814795,57106.222082181775,2,57106.222082181775
2025-11-09 19:40:38.253,24968.675250814795,57066.43575899656,2,57066.43575899656
2025-11-09 19:41:00.643,24968.675250814795,57046.295956512884,2,57046.295956512884
2025-11-09 19:41:22.379,12029.748454083192,57041.95000727122,3,57041.95000727122
2025-11-09 19:44:12.478,6320.190902872103,57010.06042147867,3,57010.06042147867
2025-11-09 19:45:00.000,6320.190902872103,57150.331664419886,3,57150.331664419886
2025-11-09 19:47:27.870,6320.190902872103,57045.12923507887,3,57045.12923507887
2025-11-09 19:47:48.954,6320.190902872103,57090.225295219076,3,57090.225295219076
2025-11-09 19:48:07.869,6320.190902872103,57094.36866341415,3,57094.36866341415
2025-11-09 19:49:00.272,6320.190902872103,57218.54108440223,3,57218.54108440223
2025-11-09 19:50:00.265,6320.190902872103,57158.34616480379,3,57158.34616480379
2025-11-09 19:51:30.729,6320.190902872103,57227.69244266505,3,57227.69244266505
2025-11-09 19:52:04.699,6320.190902872103,57241.57412961152,3,57241.57412961152
2025-11-09 19:56:13.579,6320.190902872103,57417.05690276653,3,57417.05690276653
2025-11-09 19:58:00.333,6320.190902872103,57479.23756826328,3,57479.23756826328
2025-11-09 19:59:00.193,6320.190902872103,57549.98113079954,3,57549.98113079954
2025-11-09 20:00:00.302,6320.190902872103,57555.86703720123,3,57555.86703720123
2025-11-09 20:05:13.121,6320.190902872103,57382.69671923594,3,57382.69671923594
2025-11-09 20:06:00.337,6320.190902872103,57294.53753093009,3,57294.53753093009
2025-11-09 20:07:00.280,623.4868325683328,57217.99156359187,4,57217.99156359187
2025-11-09 20:09:51.577,61.50697603286608,57038.84524275715,4,57038.84524275715
2025-11-09 20:10:00.254,61.50697603286608,57015.16314937355,4,57015.16314937355
2025-11-09 20:15:50.401,61.50697603286608,56895.03490224905,4,56895.03490224905
2025-11-09 20:16:00.443,61.50697603286608,56880.65144264585,4,56880.65144264585
2025-11-09 20:17:00.365,61.50697603286608,56906.054051118066,4,56906.054051118066
2025-11-09 20:18:00.444,61.50697603286608,57004.34613720851,4,57004.34613720851
2025-11-09 20:21:34.414,61.50697603286608,57044.26462031358,4,57044.26462031358
2025-11-09 20:22:00.298,61.50697603286608,57114.528879076475,4,57114.528879076475
2025-11-09 20:23:00.473,61.50697603286608,57015.237114451586,4,57015.237114451586
2025-11-09 20:24:00.370,61.50697603286608,57030.41398236898,4,57030.41398236898
2025-11-09 20:25:00.360,61.50697603286608,57027.50835161322,4,57027.50835161322
2025-11-09 20:28:41.275,61.50697603286608,56929.76540085789,4,56929.76540085789
